# generated by lexgen from seed/seed.json + domain/model.json — do not edit
# surface	kind	tag	value   (value = lemma for forms, suggestion for rejects, capitalized term for terms, capitalized parent category for member_of)
geometry	form	NOUN_SG	geometry
get	form	VERB_TRANS_BASE	get
get	reject_advice	NOUN	the noun sense (archaic/dialectal — the offspring of an animal) is not enabled; angloform allows one sense per word
gets	form	VERB_TRANS_3SG	get
getting	form	VERB_TRANS_ING	get
give	form	VERB_TRANS_BASE	give
give	reject_advice	NOUN	the noun sense ("there is some give in the rope", meaning flexibility) is not enabled; angloform allows one sense per word
given	form	VERB_TRANS_ED	give
gives	form	VERB_TRANS_3SG	give
giving	form	VERB_TRANS_ING	give
glossaries	form	NOUN_PL	glossary
glossary	form	NOUN_SG	glossary
go	form	VERB_INTRANS_BASE	go
go	reject_advice	ADJ	the adjective sense ("all systems go", a go signal) is not enabled; angloform allows one sense per word
go	reject_advice	NOUN	the noun sense ("have a go", "it's your go") is not enabled; angloform allows one sense per word
goal	form	NOUN_SG	goal
goals	form	NOUN_PL	goal
goes	form	VERB_INTRANS_3SG	go
going	form	VERB_INTRANS_ING	go
gone	form	VERB_INTRANS_ED	go
good	form	ADJ	good
good	reject_advice	ADV	the adverbial sense (informal — "doing good", nonstandard for "well") is not enabled; angloform has no adverb category
good	reject_advice	NOUN	the noun sense ("for the greater good") is not enabled; angloform allows one sense per word
got	form	VERB_TRANS_ED	get
grammar	term	-	Grammar
grammars	term	-	Grammars
grape	form	NOUN_SG	grape
grapes	form	NOUN_PL	grape
grass	form	NOUN_SG	grass
grass	reject_gap	VERB	no already-enabled word covers this sense yet
grasses	form	NOUN_PL	grass
gray	form	COLOR_ADJ	gray
gray	reject_gap	NOUN	no already-enabled word covers this sense yet
gray	reject_gap	VERB	no already-enabled word covers this sense yet
green	form	COLOR_ADJ	green
green	reject_gap	NOUN	no already-enabled word covers this sense yet
green	reject_gap	VERB	no already-enabled word covers this sense yet
grew	form	VERB_INTRANS_ED	grow
ground	form	VERB_TRANS_BASE	ground
ground	reject_advice	ADJ	"ground" is also the past participle of the verb "grind" ("ground beef"), used adjectivally; not separately enabled
ground	reject_advice	NOUN	the noun sense (the ground) is not enabled; angloform allows one sense per word
grounded	form	VERB_TRANS_ED	ground
grounding	form	VERB_TRANS_ING	ground
grounds	form	VERB_TRANS_3SG	ground
group	form	NOUN_SG	group
group	reject_advice	VERB	the verb sense ("to group items together") is not enabled; angloform allows one sense per word
groups	form	NOUN_PL	group
grow	form	VERB_INTRANS_BASE	grow
growing	form	VERB_INTRANS_ING	grow
grown	form	VERB_INTRANS_ED	grow
grows	form	VERB_INTRANS_3SG	grow
guard	form	NOUN_SG	guard
guard	reject_advice	VERB	the verb sense ("to guard a prisoner") is not enabled; angloform allows one sense per word
guardian	form	NOUN_SG	guardian
guardian	reject_gap	ADJ	no already-enabled word covers this sense yet
guardians	form	NOUN_PL	guardian
guards	form	NOUN_PL	guard
guess	form	VERB_TRANS_BASE	guess
guess	reject_advice	NOUN	the noun sense (a guess) is not enabled; angloform allows one sense per word
guessed	form	VERB_TRANS_ED	guess
guesses	form	VERB_TRANS_3SG	guess
guessing	form	VERB_TRANS_ING	guess
guidance	form	NOUN_SG	guidance
guidances	form	NOUN_PL	guidance
had	form	VERB_TRANS_ED	have
half	form	NOUN_SG	half
half	reject_advice	ADJ	the adjective sense ("a half measure", "half price") is not enabled; angloform allows one sense per word
half	reject_advice	ADV	the adverbial sense ("half finished", "half asleep") is not enabled; angloform has no adverb category
halves	form	NOUN_PL	half
handbook	form	NOUN_SG	handbook
handbooks	form	NOUN_PL	handbook
handwritten	form	ADJ_LONG	handwritten
happiness	form	NOUN_SG	happiness
has	form	VERB_TRANS_3SG	have
have	form	VERB_TRANS_BASE	have
have	reject_advice	NOUN	the noun sense ("the haves") is not enabled; irrelevant to this domain (the auxiliary "have" reading is separately unparseable by construction, ADR 0016)
having	form	VERB_TRANS_ING	have
he	ban	-	third-person reference is banned - repeat the noun you mean (ADR 0002)
head	form	NOUN_SG	head
head	reject_advice	VERB	the verb sense ("to head a committee") is not enabled; angloform allows one sense per word
head noun	term	-	Head Noun
head nouns	term	-	Head Nouns
header	form	NOUN_SG	header
headers	form	NOUN_PL	header
heads	form	NOUN_PL	head
hear	form	VERB_TRANS_BASE	hear
heard	form	VERB_TRANS_ED	hear
hearer	form	NOUN_SG	hearer
hearers	form	NOUN_PL	hearer
hearing	form	VERB_TRANS_ING	hear
hears	form	VERB_TRANS_3SG	hear
heart	form	NOUN_SG	heart
heart	reject_advice	VERB	the verb sense (informal — "I heart New York"; archaically, to encourage) is not enabled; angloform allows one sense per word
hearts	form	NOUN_PL	heart
heavier	form	ADJ_CMP	heavy
heaviest	form	ADJ_SUP	heavy
heavy	form	ADJ	heavy
heavy	reject_advice	ADV	the adverbial sense ("lie heavy", "hangs heavy") is not enabled; angloform has no adverb category
heavy	reject_advice	NOUN	the noun sense (slang — "a heavy", meaning a villain or bodyguard) is not enabled; angloform allows one sense per word
held	form	VERB_TRANS_ED	hold
help	form	VERB_TRANS_BASE	help
help	reject_advice	NOUN	the noun sense (help, e.g. domestic help) is not enabled; angloform allows one sense per word
helped	form	VERB_TRANS_ED	help
helping	form	VERB_TRANS_ING	help
helps	form	VERB_TRANS_3SG	help
hence	ban	-	for a cause and its result write "<cause>, so <result>"; for a result and its reason write "<result>, because <reason>" (ADR 0026)
her	ban	-	third-person reference is banned - repeat the noun you mean (ADR 0002)
hidden	form	ADJ_LONG	hidden
hidden	reject_advice	VERB	"hidden" is the past participle of the verb "hide" (not separately enabled); angloform allows one sense per word
his	ban	-	third-person reference is banned - repeat the noun you mean (ADR 0002)
historian	form	NOUN_SG	historian
historians	form	NOUN_PL	historian
histories	form	NOUN_PL	history
history	form	NOUN_SG	history
hold	form	VERB_TRANS_BASE	hold
hold	reject_advice	NOUN	a place, which keeps items
holding	form	VERB_TRANS_ING	hold
holds	form	VERB_TRANS_3SG	hold
hole	form	NOUN_SG	hole
hole	reject_advice	VERB	the verb sense ("to hole a boat"; golf "to hole a putt") is not enabled; angloform allows one sense per word
holes	form	NOUN_PL	hole
home	form	NOUN_SG	home
home	reject_advice	ADJ	the adjective (attributive) sense ("the home team") is not enabled; angloform allows one sense per word
home	reject_advice	ADV	the adverbial sense ("go home", "drive the point home") is not enabled; angloform has no adverb category
home	reject_advice	VERB	the verb sense ("to home in on something") is not enabled; angloform allows one sense per word
homes	form	NOUN_PL	home
homograph	form	NOUN_SG	homograph
homographs	form	NOUN_PL	homograph
honest	form	ADJ_LONG	honest
hope	form	NOUN_SG	hope
hope	reject_advice	VERB	the verb sense ("to hope") is deferred; write "X is filled with hope" instead (same as "fear")
hopes	form	NOUN_PL	hope
horror	form	NOUN_SG	horror
horrors	form	NOUN_PL	horror
house	form	NOUN_SG	house
house	reject_advice	VERB	the verb sense ("to house someone") is deferred, out of scope for this pack
houses	form	NOUN_PL	house
huge	form	ADJ_LONG	huge
human	form	NOUN_SG	human
human	reject_gap	ADJ	no already-enabled word covers this sense yet
humans	form	NOUN_PL	human
hurt	form	VERB_TRANS_BASE	hurt
hurt	reject_advice	ADJ	the adjective (participial) sense ("hurt feelings") is not separately enabled; angloform allows one sense per word
hurt	reject_advice	NOUN	the noun sense ("nurse a hurt") is not enabled; angloform allows one sense per word
hurting	form	VERB_TRANS_ING	hurt
hurts	form	VERB_TRANS_3SG	hurt
hyphenated	form	ADJ_LONG	hyphenated
hypotheses	form	NOUN_PL	hypothesis
hypothesis	form	NOUN_SG	hypothesis
i	form	PRON_1SG	i
ice	form	NOUN_SG	ice
ice	reject_advice	VERB	the verb sense ("to ice a cake" or "to ice a drink") is not enabled; angloform allows one sense per word
idea	form	NOUN_SG	idea
ideal	form	ADJ_LONG	ideal
ideal	reject_advice	NOUN	the noun sense (an ideal) is not enabled; angloform allows one sense per word
ideas	form	NOUN_PL	idea
identical	form	ADJ_LONG	identical
identifier	form	NOUN_SG	identifier
identifiers	form	NOUN_PL	identifier
identities	form	NOUN_PL	identity
identity	form	NOUN_SG	identity
idiomatic structure	term	-	Idiomatic Structure
idiomatic structures	term	-	Idiomatic Structures
if	form	SCONJ_COND	if
ignore	form	VERB_TRANS_BASE	ignore
ignored	form	VERB_TRANS_ED	ignore
ignores	form	VERB_TRANS_3SG	ignore
ignoring	form	VERB_TRANS_ING	ignore
illegal	form	ADJ_LONG	illegal
imperative	term	-	Imperative
imperatives	term	-	Imperatives
implicit	form	ADJ_LONG	implicit
imprecise	form	ADJ_LONG	imprecise
improvement	form	NOUN_SG	improvement
improvements	form	NOUN_PL	improvement
in	form	PREP_V	in
inaccurate	form	ADJ_LONG	inaccurate
include	form	VERB_TRANS_BASE	include
included	form	VERB_TRANS_ED	include
includes	form	VERB_TRANS_3SG	include
including	form	VERB_TRANS_ING	include
income	form	NOUN_SG	income
incomes	form	NOUN_PL	income
indexical	form	ADJ_LONG	indexical
indexical pronoun	term	-	Indexical Pronoun
indexical pronouns	term	-	Indexical Pronouns
indistinct	form	ADJ_LONG	indistinct
inexact	form	ADJ_LONG	inexact
infinitive	form	NOUN_SG	infinitive
infinitives	form	NOUN_PL	infinitive
inflect	form	VERB_INTRANS_BASE	inflect
inflected	form	VERB_INTRANS_ED	inflect
inflecting	form	VERB_INTRANS_ING	inflect
inflection	form	NOUN_SG	inflection
inflections	form	NOUN_PL	inflection
inflects	form	VERB_INTRANS_3SG	inflect
information	form	NOUN_SG	information
informations	form	NOUN_PL	information
inhabitant	form	NOUN_SG	inhabitant
inhabitants	form	NOUN_PL	inhabitant
initial	form	ADJ_LONG	initial
initial	reject_advice	NOUN	the noun sense ("his initials") is not enabled; irrelevant to this domain
initial	reject_advice	VERB	the verb sense ("to initial a document") is not enabled; irrelevant to this domain
inner	form	ADJ_LONG	inner
inner	reject_advice	NOUN	the noun sense (archery/shooting jargon — a scoring ring) is not enabled; angloform allows one sense per word
input	form	NOUN_SG	input
input	reject	VERB	enter
inputs	form	NOUN_PL	input
inside	form	PREP_V	inside
inspection	form	NOUN_SG	inspection
inspections	form	NOUN_PL	inspection
instruction	form	NOUN_SG	instruction
instructional	form	ADJ_LONG	instructional
instructions	form	NOUN_PL	instruction
integer	form	NOUN_SG	integer
integers	form	NOUN_PL	integer
integrate	form	VERB_TRANS_BASE	integrate
integrate	reject_advice	ADJ	the reference data attests an adjectival use of "integrate"; no common meaning could be confirmed — not enabled
integrated	form	VERB_TRANS_ED	integrate
integrates	form	VERB_TRANS_3SG	integrate
integrating	form	VERB_TRANS_ING	integrate
internet	form	NOUN_SG	internet
internets	form	NOUN_PL	internet
interrogative	ban	-	the language has no questions yet - write "a question" as a noun, or restructure
into	form	PREP_V	into
intransitive	form	ADJ_LONG	intransitive
intransitive	reject_advice	NOUN	the reference data attests a noun use of "intransitive"; no common meaning could be confirmed — not enabled
intro	form	NOUN_SG	intro
introduce	form	VERB_TRANS_BASE	introduce
introduced	form	VERB_TRANS_ED	introduce
introduces	form	VERB_TRANS_3SG	introduce
introducing	form	VERB_TRANS_ING	introduce
introes	form	NOUN_PL	intro
invariant	form	NOUN_SG	invariant
invariant	reject_advice	ADJ	the adjective sense (an invariant quantity, unchanging) is not enabled; angloform allows one sense per word
invariants	form	NOUN_PL	invariant
invent	form	VERB_TRANS_BASE	invent
invented	form	VERB_TRANS_ED	invent
inventing	form	VERB_TRANS_ING	invent
invents	form	VERB_TRANS_3SG	invent
irregular	form	ADJ_LONG	irregular
irregular	reject_advice	NOUN	the noun sense (an irregular — an irregular soldier, or a substandard product) is not enabled; angloform allows one sense per word
is	form	COPULA_SG	is
it	ban	-	third-person reference is banned - repeat the noun you mean (ADR 0002)
item	form	NOUN_SG	item
item	reject_advice	ADV	the adverbial sense (archaic — "item" used to introduce each entry in a list, meaning "likewise") is not enabled; angloform has no adverb category
item	reject_advice	VERB	the reference data attests a verb use of "item"; no common meaning could be confirmed — not enabled
items	form	NOUN_PL	item
its	ban	-	third-person reference is banned - repeat the noun you mean (ADR 0002)
januaries	form	NOUN_PL	january
january	form	NOUN_SG	january
jargon	form	NOUN_SG	jargon
jargon	reject_advice	VERB	the reference data attests a verb use of "jargon"; no common meaning could be confirmed — not enabled
jargons	form	NOUN_PL	jargon
join	form	VERB_TRANS_BASE	join
join	reject_advice	NOUN	the noun sense (a join, e.g. in carpentry or a database) is not enabled; angloform allows one sense per word
joined	form	VERB_TRANS_ED	join
joining	form	VERB_TRANS_ING	join
joins	form	VERB_TRANS_3SG	join
joy	form	NOUN_SG	joy
joy	reject_advice	VERB	the verb sense (archaic/literary — "to joy in something", meaning to rejoice) is not enabled; angloform allows one sense per word
joys	form	NOUN_PL	joy
judge	form	VERB_TRANS_BASE	judge
judge	reject_advice	NOUN	the noun sense (a judge) is not enabled; angloform allows one sense per word
judged	form	VERB_TRANS_ED	judge
judges	form	VERB_TRANS_3SG	judge
judging	form	VERB_TRANS_ING	judge
julies	form	NOUN_PL	july
july	form	NOUN_SG	july
june	form	NOUN_SG	june
junes	form	NOUN_PL	june
justified	form	VERB_TRANS_ED	justify
justifies	form	VERB_TRANS_3SG	justify
justify	form	VERB_TRANS_BASE	justify
justifying	form	VERB_TRANS_ING	justify
keep	form	VERB_TRANS_BASE	keep
keep	reject_advice	NOUN	the noun sense ("earn your keep"; also a castle's keep) is not enabled; angloform allows one sense per word
keeping	form	VERB_TRANS_ING	keep
keeps	form	VERB_TRANS_3SG	keep
kept	form	VERB_TRANS_ED	keep
keyword	form	NOUN_SG	keyword
keywords	form	NOUN_PL	keyword
kind	form	NOUN_SG	kind
kind	reject_advice	ADJ	the adjective sense ("a kind person", meaning considerate) is not enabled; angloform allows one sense per word
kinds	form	NOUN_PL	kind
knew	form	VERB_TRANS_ED	know
know	form	VERB_TRANS_BASE	know
know	reject_advice	NOUN	the noun sense ("in the know") is not enabled; angloform allows one sense per word
knowing	form	VERB_TRANS_ING	know
knowledge	form	NOUN_SG	knowledge
knowledges	form	NOUN_PL	knowledge
known	form	VERB_TRANS_ED	know
knows	form	VERB_TRANS_3SG	know
language	form	NOUN_SG	language
language model	term	-	Language Model
language models	term	-	Language Models
languages	form	NOUN_PL	language
last	form	ADJ	last
last	reject_advice	ADV	the adverbial sense ("he finished last") is not enabled; angloform has no adverb category
last	reject_advice	NOUN	the noun sense (a shoemaker's last, a foot-shaped mold) is not enabled; angloform allows one sense per word
last	reject_advice	VERB	the verb sense ("it will last a while") is not enabled; angloform allows one sense per word
laster	form	ADJ_CMP	last
lastest	form	ADJ_SUP	last
late	form	ADJ_LONG	late
late	reject_advice	ADV	the adverbial sense ("arrive late") is not enabled; angloform has no adverb category
later	form	ADJ_LONG	later
later	reject_advice	ADV	the adverbial sense ("see you later") is not enabled; angloform has no adverb category
layer	form	NOUN_SG	layer
layer	reject_advice	VERB	the verb sense (to layer, e.g. paint or hair) is not enabled; angloform allows one sense per word
layers	form	NOUN_PL	layer
learn	form	VERB_TRANS_BASE	learn
learned	form	VERB_TRANS_ED	learn
learning	form	VERB_TRANS_ING	learn
learns	form	VERB_TRANS_3SG	learn
left	form	ADJ	left
left	reject_advice	ADV	the adverbial sense ("turn left") is not enabled; angloform has no adverb category
left	reject_advice	NOUN	the noun sense ("the left", directional or political) is not enabled; angloform allows one sense per word
left	reject_advice	VERB	"left" is also the past tense of the verb "leave" ("she left early"); not separately enabled
left-branching	ban	-	describe the shape in a sentence: "the sentence has a heavy branch at the front"
lefter	form	ADJ_CMP	left
leftest	form	ADJ_SUP	left
legal	form	ADJ_LONG	legal
lemma	term	-	Lemma
lemmas	term	-	Lemmas
length	form	NOUN_SG	length
lengths	form	NOUN_PL	length
less	ban	-	comparatives of a quantity are deferred (ADR 0030) - write "a small <noun>", or a Comparative of an adjective with "than"
letter	form	NOUN_SG	letter
letter	reject_advice	VERB	the verb sense ("to letter a sign", sign-painting) is not enabled; angloform allows one sense per word
letters	form	NOUN_PL	letter
lexer	term	-	Lexer
lexers	term	-	Lexers
lexicon	term	-	Lexicon
lexicons	term	-	Lexicons
life	form	NOUN_SG	life
likely	ban	-	epistemic hedges are banned - state the claim directly, or name the source and let the reader judge it (ADR 0042)
limit	form	VERB_TRANS_BASE	limit
limit	reject_advice	NOUN	the noun sense (a limit) is not enabled; angloform allows one sense per word
limited	form	VERB_TRANS_ED	limit
limiting	form	VERB_TRANS_ING	limit
limits	form	VERB_TRANS_3SG	limit
line	form	NOUN_SG	line
line	reject_advice	VERB	the verb sense ("to line a jacket"; "to line up") is not enabled; angloform allows one sense per word
lines	form	NOUN_PL	line
link	form	VERB_TRANS_BASE	link
link	reject_advice	NOUN	the noun sense (a link) is not enabled; angloform allows one sense per word
linked	form	VERB_TRANS_ED	link
linking	form	VERB_TRANS_ING	link
links	form	VERB_TRANS_3SG	link
lint	form	VERB_TRANS_BASE	lint
lint	reject_advice	NOUN	the noun sense (lint — fluff, fiber debris) is not enabled; angloform allows one sense per word
linted	form	VERB_TRANS_ED	lint
linter	term	-	Linter
linters	term	-	Linters
linting	form	VERB_TRANS_ING	lint
lints	form	VERB_TRANS_3SG	lint
list	form	NOUN_SG	list
list	reject	VERB	contain
lists	form	NOUN_PL	list
lives	form	NOUN_PL	life
load	form	NOUN_SG	load
load	reject_advice	VERB	the verb sense ("to load a truck") is not enabled; angloform allows one sense per word
loads	form	NOUN_PL	load
logic	form	NOUN_SG	logic
logics	form	NOUN_PL	logic
logo	form	NOUN_SG	logo
logos	form	NOUN_PL	logo
long	form	ADJ	long
long	reject_advice	ADV	the adverbial sense ("stay long", "all night long") is not enabled; angloform has no adverb category
long	reject_advice	NOUN	the noun sense (finance jargon — "go long on a stock") is not enabled; angloform allows one sense per word
long	reject_advice	VERB	the verb sense ("to long for something") is not enabled; angloform allows one sense per word
longer	form	ADJ_CMP	long
longest	form	ADJ_SUP	long
lookahead	form	NOUN_SG	lookahead
lookaheads	form	NOUN_PL	lookahead
loose	form	ADJ_LONG	loose
loose	reject_advice	ADV	the adverbial sense ("hang loose", "cut loose") is not enabled; angloform has no adverb category
loose	reject_advice	NOUN	the noun sense ("on the loose"; rugby "the loose") is not enabled; angloform allows one sense per word
loose	reject_advice	VERB	the verb sense ("to loose an arrow") is not enabled; angloform allows one sense per word
lose	form	VERB_TRANS_BASE	lose
loses	form	VERB_TRANS_3SG	lose
losing	form	VERB_TRANS_ING	lose
loss	form	NOUN_SG	loss
losses	form	NOUN_PL	loss
lost	form	VERB_TRANS_ED	lose
loud	form	ADJ	loud
loud	reject_advice	ADV	the adverbial sense ("speak loud", "loud and clear") is not enabled; angloform has no adverb category
louder	form	ADJ_CMP	loud
loudest	form	ADJ_SUP	loud
love	form	NOUN_SG	love
love	reject_advice	VERB	the verb sense ("to love") is deferred; write "X is filled with love" instead
loves	form	NOUN_PL	love
lowercase	form	NOUN_SG	lowercase
lowercase	reject_advice	ADJ	the adjective sense ("a lowercase letter") is not enabled; angloform allows one sense per word
lowercases	form	NOUN_PL	lowercase
machine	form	NOUN_SG	machine
machine	reject_advice	VERB	the verb sense ("to machine a part", i.e. shape it with tools) is not enabled; irrelevant to this domain
machines	form	NOUN_PL	machine
macro	form	NOUN_SG	macro
macro	reject_advice	ADJ	the adjective sense ("macroeconomics", "macro photography") is not enabled; angloform allows one sense per word
macros	form	NOUN_PL	macro
made	form	VERB_TRANS_ED	make
main	form	ADJ	main
main	reject_advice	NOUN	the noun sense (a water main; "in the main") is not enabled; angloform allows one sense per word
mainer	form	ADJ_CMP	main
mainest	form	ADJ_SUP	main
maintainer	form	NOUN_SG	maintainer
maintainers	form	NOUN_PL	maintainer
make	form	VERB_TRANS_BASE	make
make	reject_advice	NOUN	the noun sense ("what make is your car", meaning brand) is not enabled; angloform allows one sense per word
makes	form	VERB_TRANS_3SG	make
making	form	VERB_TRANS_ING	make
man	form	NOUN_SG	man
man	reject_advice	ADJ	the adjective sense ("man enough") is deferred; not enabled
man	reject_advice	VERB	the verb sense ("to man a post") is deferred; not enabled
mandatory	form	ADJ_LONG	mandatory
mandatory	reject_advice	NOUN	the noun sense (obscure legal/historical — "a mandatory", a state holding a mandate) is not enabled; angloform allows one sense per word
map	form	VERB_TRANS_BASE	map
map	reject_advice	NOUN	the noun sense (a map) is not enabled; angloform allows one sense per word
mapped	form	VERB_TRANS_ED	map
mapping	form	VERB_TRANS_ING	map
maps	form	VERB_TRANS_3SG	map
march	form	NOUN_SG	march
march	reject_gap	VERB	no already-enabled word covers this sense yet
marches	form	NOUN_PL	march
mark	form	VERB_TRANS_BASE	mark
mark	reject_advice	NOUN	the noun sense (a mark — a grade, a stain, or a former currency) is not enabled; angloform allows one sense per word
marked	form	VERB_TRANS_ED	mark
marker	form	NOUN_SG	marker
markers	form	NOUN_PL	marker
marking	form	VERB_TRANS_ING	mark
marks	form	VERB_TRANS_3SG	mark
match	form	VERB_TRANS_BASE	match
match	reject_advice	NOUN	the noun sense (a match — a contest, or a matchstick) is not enabled; angloform allows one sense per word
matched	form	VERB_TRANS_ED	match
matches	form	VERB_TRANS_3SG	match
matching	form	VERB_TRANS_ING	match
math	form	NOUN_SG	math
maths	form	NOUN_PL	math
maximum	form	NOUN_SG	maximum
maximum	reject_advice	ADJ	the adjective sense ("maximum speed") is not enabled; angloform allows one sense per word
maximums	form	NOUN_PL	maximum
may	ban	-	for permission write "can"; for possibility rephrase the sentence (ADR 0009)
maybe	ban	-	epistemic hedges are banned - state the claim directly, or name the source and let the reader judge it (ADR 0042)
meaning	form	NOUN_SG	meaning
meaning	reject_advice	ADJ	the adjective (participial) sense ("a meaning look", i.e. significant) is not enabled; angloform allows one sense per word
meaningful	form	ADJ_LONG	meaningful
meaningless	form	ADJ_LONG	meaningless
meanings	form	NOUN_PL	meaning
measure	form	VERB_TRANS_BASE	measure
measure	reject_advice	NOUN	the noun sense (a measure, e.g. "take measures", or a musical bar) is not enabled; angloform allows one sense per word
measured	form	VERB_TRANS_ED	measure
measurement	form	NOUN_SG	measurement
measurements	form	NOUN_PL	measurement
measures	form	VERB_TRANS_3SG	measure
measuring	form	VERB_TRANS_ING	measure
mechanical	form	ADJ_LONG	mechanical
mechanical	reject_advice	NOUN	the noun sense (obscure/literary — "the mechanicals", tradesmen, from Shakespeare) is not enabled; angloform allows one sense per word
mechanism	form	NOUN_SG	mechanism
mechanisms	form	NOUN_PL	mechanism
meet	form	VERB_TRANS_BASE	meet
meet	reject_advice	ADJ	the adjective sense (archaic — "meet and right", meaning fitting) is not enabled; angloform allows one sense per word
meet	reject_advice	NOUN	the noun sense (a meet, e.g. a track meet) is not enabled; angloform allows one sense per word
meeting	form	VERB_TRANS_ING	meet
meets	form	VERB_TRANS_3SG	meet
member	form	NOUN_SG	member
members	form	NOUN_PL	member
memories	form	NOUN_PL	memory
memory	form	NOUN_SG	memory
men	form	NOUN_PL	man
mention	form	VERB_TRANS_BASE	mention
mention	reject_advice	NOUN	the noun sense ("an honorable mention") is not enabled; angloform allows one sense per word
mentioned	form	VERB_TRANS_ED	mention
mentioning	form	VERB_TRANS_ING	mention
mentions	form	VERB_TRANS_3SG	mention
merchant	form	NOUN_SG	merchant
merchant	reject_gap	VERB	no already-enabled word covers this sense yet
merchants	form	NOUN_PL	merchant
merge	form	VERB_TRANS_BASE	merge
merged	form	VERB_TRANS_ED	merge
merges	form	VERB_TRANS_3SG	merge
merging	form	VERB_TRANS_ING	merge
message	form	NOUN_SG	message
message	reject_advice	VERB	the verb sense ("to message a person") is not enabled; angloform allows one sense per word
messages	form	NOUN_PL	message
messenger	form	NOUN_SG	messenger
messengers	form	NOUN_PL	messenger
messier	form	ADJ_CMP	messy
messiest	form	ADJ_SUP	messy
messy	form	ADJ	messy
met	form	VERB_TRANS_ED	meet
method	form	NOUN_SG	method
methods	form	NOUN_PL	method
metric	form	NOUN_SG	metric
metric	reject_advice	ADJ	the adjective sense ("the metric system") is not enabled; angloform allows one sense per word
metrics	form	NOUN_PL	metric
might	ban	-	for possibility rephrase the sentence, or state the fact plainly (ADR 0009, ADR 0042)
migrate	form	VERB_TRANS_BASE	migrate
migrated	form	VERB_TRANS_ED	migrate
migrates	form	VERB_TRANS_3SG	migrate
migrating	form	VERB_TRANS_ING	migrate
million	form	SCALE	million
minimum	form	NOUN_SG	minimum
minimum	reject_advice	ADJ	the adjective sense ("minimum wage") is not enabled; angloform allows one sense per word
minimums	form	NOUN_PL	minimum
minute	form	NOUN_SG	minute
minute	reject_advice	ADJ	the adjective sense ("a minute detail", pronounced differently, meaning tiny) is not enabled; angloform allows one sense per word
minute	reject_advice	VERB	the verb sense (British — "to minute a meeting", i.e. record its minutes) is not enabled; angloform allows one sense per word
minutes	form	NOUN_PL	minute
miseries	form	NOUN_PL	misery
misery	form	NOUN_SG	misery
miss	form	NOUN_SG	miss
miss	reject_advice	VERB	the verb sense ("to miss a target" or "to miss someone") is not enabled; angloform allows one sense per word
misses	form	NOUN_PL	miss
mix	form	NOUN_SG	mix
mix	reject_advice	VERB	the verb sense ("to mix ingredients") is not enabled; angloform allows one sense per word
mixes	form	NOUN_PL	mix
modal	form	NOUN_SG	modal
modal	reject_advice	ADJ	the adjective sense ("modal logic", "a modal verb") is not enabled; angloform allows one sense per word
modals	form	NOUN_PL	modal
model	form	NOUN_SG	model
model	reject_advice	ADJ	not ordinary
model	reject_advice	VERB	the verb sense ("to model clothing" or "to model behavior") is not enabled; angloform allows one sense per word
models	form	NOUN_PL	model
modifier	term	-	Modifier
modifiers	term	-	Modifiers
monday	form	NOUN_SG	monday
mondays	form	NOUN_PL	monday
monitor	form	VERB_TRANS_BASE	monitor
monitor	reject_advice	NOUN	the noun sense (a monitor, e.g. a computer screen) is not enabled; angloform allows one sense per word
monitored	form	VERB_TRANS_ED	monitor
monitoring	form	VERB_TRANS_ING	monitor
monitors	form	VERB_TRANS_3SG	monitor
month	form	NOUN_SG	month
months	form	NOUN_PL	month
more	form	MORE	more
most	form	MOST	most
move	form	VERB_TRANS_BASE	move
move	reject_advice	NOUN	the noun sense (a move, e.g. in chess or a relocation) is not enabled; angloform allows one sense per word
moved	form	VERB_TRANS_ED	move
moves	form	VERB_TRANS_3SG	move
movie	form	NOUN_SG	movie
movies	form	NOUN_PL	movie
moving	form	VERB_TRANS_ING	move
museum	form	NOUN_SG	museum
museums	form	NOUN_PL	museum
must	form	MODAL_MUST	must
my	form	POSS_1SG	my
name	form	VERB_TRANS_BASE	name
name	reject_advice	NOUN	the noun sense (a name) is not enabled; angloform allows one sense per word
name	term	-	Name
named	form	VERB_TRANS_ED	name
namely	form	NAMELY	namely
names	form	VERB_TRANS_3SG	name
names	term	-	Names
naming	form	VERB_TRANS_ING	name
narrow	form	VERB_TRANS_BASE	narrow
narrow	reject_advice	ADJ	the adjective sense ("a narrow path") is not enabled; angloform allows one sense per word
narrow	reject_advice	NOUN	the noun sense (a narrow — a narrow strait or passage) is not enabled; angloform allows one sense per word
narrowed	form	VERB_TRANS_ED	narrow
narrowing	form	VERB_TRANS_ING	narrow
narrows	form	VERB_TRANS_3SG	narrow
natural	form	ADJ_LONG	natural
natural	reject_advice	NOUN	the noun sense (music — a natural sign; also "a natural", someone gifted) is not enabled; angloform allows one sense per word
naturalness	form	NOUN_SG	naturalness
naturalnesses	form	NOUN_PL	naturalness
nature	form	NOUN_SG	nature
natures	form	NOUN_PL	nature
negated	ban	-	"negated" cannot modify a noun - write "a statement with \"not\"" or "a Negation"
negation	term	-	Negation
negations	term	-	Negations
negative	form	ADJ_LONG	negative
negative	reject_advice	NOUN	the noun sense (a photographic negative, or a "no" answer) is not enabled; angloform allows one sense per word
negative	reject_advice	VERB	the verb sense (dated — "to negative a proposal", meaning to veto) is not enabled; angloform allows one sense per word
nested	form	ADJ_LONG	nested
